哈喽朋友！本直播源仅供个人测试,切勿外传 
玛希-美丽醉人的科尔沁,http://em.21dtv.com/songs/60146940.mkv
玛希-泪痕,http://em.21dtv.com/songs/60146939.mkv
玛希-泡泡雨,http://em.21dtv.com/songs/60146938.mkv
玛希-查干湖,http://em.21dtv.com/songs/60146937.mkv
玛希-寻梦,http://em.21dtv.com/songs/60146936.mkv
玛希-前郭尔罗斯,http://em.21dtv.com/songs/60146935.mkv
阿涵-备爱,http://em.21dtv.com/songs/60146934.mkv
DJ-韩毒,http://em.21dtv.com/songs/60146933.mkv
黄沾-道,http://em.21dtv.com/songs/60146932.mkv
罗励林-游子梦,http://em.21dtv.com/songs/60146931.mkv
张碧晨-渡红尘,http://em.21dtv.com/songs/60146930.mkv
张师羽-听不完的情歌流不完的泪,http://em.21dtv.com/songs/60146929.mkv
党飞锋+王小娟-丢了我你会不会心痛,http://em.21dtv.com/songs/60146928.mkv
MATTEO-PANAMA,http://em.21dtv.com/songs/60146927.mkv
韩再芬-谁料皇榜中状元,http://em.21dtv.com/songs/60146926.mkv
闫学晶+董宝贵-茉莉花,http://em.21dtv.com/songs/60146925.mkv
闫学晶+董宝贵-绣花灯,http://em.21dtv.com/songs/60146924.mkv
闫学晶+董宝贵-看秧歌,http://em.21dtv.com/songs/60146923.mkv
闫学晶+董宝贵-江北送情郎,http://em.21dtv.com/songs/60146922.mkv
闫学晶+董宝贵-月牙五更,http://em.21dtv.com/songs/60146921.mkv
闫学晶+董宝贵-放风筝,http://em.21dtv.com/songs/60146920.mkv
闫学晶+董宝贵-打秋千,http://em.21dtv.com/songs/60146919.mkv
闫学晶+董宝贵-小看戏,http://em.21dtv.com/songs/60146918.mkv
闫学晶+董宝贵-小拜年,http://em.21dtv.com/songs/60146917.mkv
闫学晶+董宝贵-双回门,http://em.21dtv.com/songs/60146916.mkv
闫学晶+董宝贵-十对花,http://em.21dtv.com/songs/60146915.mkv
闫学晶-大将名五更,http://em.21dtv.com/songs/60146914.mkv
闫学晶-宁舍一顿饭不舍二人转,http://em.21dtv.com/songs/60146913.mkv
潘长江-二人转关东人,http://em.21dtv.com/songs/60146912.mkv
小沈阳+沈春阳-东北二人转转歌,http://em.21dtv.com/songs/60146911.mkv
丫蛋+汤潮-桃花朵朵开,http://em.21dtv.com/songs/60146910.mkv
龚玥-秋风凉想亲娘,http://em.21dtv.com/songs/60146909.mkv
龙梅子-逆风者,http://em.21dtv.com/songs/60146908.mkv
龙怀-AI尔思龙儿,http://em.21dtv.com/songs/60146907.mkv
齐旦布-梦见你的那一夜,http://em.21dtv.com/songs/60146906.mkv
齐旦布-梦想天堂,http://em.21dtv.com/songs/60146905.mkv
齐仔-做我女朋友,http://em.21dtv.com/songs/60146904.mkv
默言+紫依-爱就爱一辈子,http://em.21dtv.com/songs/60146903.mkv
黑羽-从此心里有个你,http://em.21dtv.com/songs/60146902.mkv
黄纪福-给你一个美好的明天,http://em.21dtv.com/songs/60146901.mkv
黄汐源-血色旅店,http://em.21dtv.com/songs/60146900.mkv
黄星瑞-有点灰,http://em.21dtv.com/songs/60146899.mkv
黄旭+艾福杰尼-TOGETHER WE PLAY,http://em.21dtv.com/songs/60146898.mkv
黄慈轩+电流妹-小公举,http://em.21dtv.com/songs/60146897.mkv
黄慈轩-没有你的梦,http://em.21dtv.com/songs/60146896.mkv
黄志权-要冲开一切,http://em.21dtv.com/songs/60146894.mkv
黄志权-自由,http://em.21dtv.com/songs/60146893.mkv
黄志权-天空,http://em.21dtv.com/songs/60146892.mkv
黄少谷-忘了哭,http://em.21dtv.com/songs/60146891.mkv
黄小举-我无所谓两败俱伤,http://em.21dtv.com/songs/60146890.mkv
黄娟-来生你在我还来,http://em.21dtv.com/songs/60146889.mkv
黄妍-音乐大童,http://em.21dtv.com/songs/60146888.mkv
鹿晗-心率,http://em.21dtv.com/songs/60146887.mkv
鸣儿-我不是那种随便的人,http://em.21dtv.com/songs/60146886.mkv
鲍勃-油城大庆等你来,http://em.21dtv.com/songs/60146885.mkv
鲁朝阳-中国梦我的梦,http://em.21dtv.com/songs/60146884.mkv
魏晨-星辰大海是你,http://em.21dtv.com/songs/60146883.mkv
魏新雨-再别康桥,http://em.21dtv.com/songs/60146882.mkv
魏哲鸣+常子-喜欢你的喜欢,http://em.21dtv.com/songs/60146881.mkv
高贵强+甜妹紫烟-爱就爱一辈子,http://em.21dtv.com/songs/60146880.mkv
高安-为你所困,http://em.21dtv.com/songs/60146879.mkv
高天-不醉不回家,http://em.21dtv.com/songs/60146878.mkv
高启翔-雨天,http://em.21dtv.com/songs/60146877.mkv
高启翔-你的猫还趴在我的阳台,http://em.21dtv.com/songs/60146876.mkv
高启翔-不等你,http://em.21dtv.com/songs/60146875.mkv
马雨阳-摩托车带我出京,http://em.21dtv.com/songs/60146873.mkv
马郁-如今你在谁的身边,http://em.21dtv.com/songs/60146872.mkv
马潇潇-陪陪老妈妈,http://em.21dtv.com/songs/60146871.mkv
马智宇-天下父母的爱是最伟大,http://em.21dtv.com/songs/60146870.mkv
马旋-下辈子还等你,http://em.21dtv.com/songs/60146869.mkv
马常宝-人生如此蹉跎,http://em.21dtv.com/songs/60146868.mkv
马常宝-一条路,http://em.21dtv.com/songs/60146867.mkv
马关辉-这个地方,http://em.21dtv.com/songs/60146866.mkv
马关辉-西江姑娘,http://em.21dtv.com/songs/60146865.mkv
马伯骞+吕泽洲+周震南-齐天大圣,http://em.21dtv.com/songs/60146864.mkv
马伯骞-净说大实话,http://em.21dtv.com/songs/60146863.mkv
马伯骞-SOMETHING JUST LIKE THIS,http://em.21dtv.com/songs/60146862.mkv
马丽-飘洋过海来看你,http://em.21dtv.com/songs/60146861.mkv
馨天优组合-黄河源头,http://em.21dtv.com/songs/60146860.mkv
风雨-为你心碎为你沉醉,http://em.21dtv.com/songs/60146859.mkv
风语-花落雨季,http://em.21dtv.com/songs/60146858.mkv
风语-再唱梅殇吟,http://em.21dtv.com/songs/60146857.mkv
额尔古纳乐队-你的歌声风中飞来,http://em.21dtv.com/songs/60146856.mkv
颜振豪+麒麟BABY-不要走留下来,http://em.21dtv.com/songs/60146855.mkv
颜卓灵-BABY STOP,http://em.21dtv.com/songs/60146854.mkv
顾峰-醉十年,http://em.21dtv.com/songs/60146853.mkv
顽童MJ116-干大事,http://em.21dtv.com/songs/60146852.mkv
顽童MJ116-SOUTH SIDE,http://em.21dtv.com/songs/60146851.mkv
顽皮绅士长不大+苏慧伦-原点,http://em.21dtv.com/songs/60146850.mkv
顽皮绅士长不大-讨厌,http://em.21dtv.com/songs/60146849.mkv
音乐走廊+歌一生-心儿跟着你飞啦,http://em.21dtv.com/songs/60146848.mkv
音乐走廊+歌一生-为何伤透我的心,http://em.21dtv.com/songs/60146847.mkv
韩旭-女人心别猜,http://em.21dtv.com/songs/60146846.mkv
韩安旭-最痛的告白,http://em.21dtv.com/songs/60146845.mkv
韩勇+傅又宣-BETTER THIS WAY,http://em.21dtv.com/songs/60146844.mkv
韩健-信仰的图腾,http://em.21dtv.com/songs/60146843.mkv
韦琪-单恋关系,http://em.21dtv.com/songs/60146842.mkv
韦明华+阿妮桑-定格幸福,http://em.21dtv.com/songs/60146841.mkv
鞠红川+唐伯虎-当你老了,http://em.21dtv.com/songs/60146840.mkv
鞠红川+唐伯虎-只要有你我,http://em.21dtv.com/songs/60146839.mkv
非凡STAR-七彩童年梦,http://em.21dtv.com/songs/60146838.mkv
靖哥哥-为你心碎为你沉醉,http://em.21dtv.com/songs/60146837.mkv
雷琛瑜-无神论,http://em.21dtv.com/songs/60146836.mkv
雪十郎-我的好老婆,http://em.21dtv.com/songs/60146835.mkv
雪十郎-伤过的心,http://em.21dtv.com/songs/60146834.mkv
雨露-天长地久只是传说,http://em.21dtv.com/songs/60146833.mkv
雨禾-红尘情花开,http://em.21dtv.com/songs/60146832.mkv
雨歌-情深缘浅,http://em.21dtv.com/songs/60146831.mkv
陈黎明-看到他时听到他时是否会想起我,http://em.21dtv.com/songs/60146830.mkv
陈黎明-日思夜想,http://em.21dtv.com/songs/60146829.mkv
陈黎明-我愿意替你老,http://em.21dtv.com/songs/60146828.mkv
陈黎明-因为不守承诺的是我,http://em.21dtv.com/songs/60146827.mkv
陈零九-最后一首情歌,http://em.21dtv.com/songs/60146826.mkv
陈零九-心动店员,http://em.21dtv.com/songs/60146825.mkv
陈雅森-陌生人,http://em.21dtv.com/songs/60146824.mkv
陈雅森-那个年轻人,http://em.21dtv.com/songs/60146823.mkv
陈雅森-我有故事你有酒吗,http://em.21dtv.com/songs/60146822.mkv
陈长城-多想再把你拥抱,http://em.21dtv.com/songs/60146821.mkv
陈西洋-一步一步,http://em.21dtv.com/songs/60146820.mkv
陈英锐-拼三年,http://em.21dtv.com/songs/60146819.mkv
陈艺搏-NEVER LOVE,http://em.21dtv.com/songs/60146818.mkv
陈粒-桥豆麻袋,http://em.21dtv.com/songs/60146817.mkv
陈粒-亲爱的你,http://em.21dtv.com/songs/60146816.mkv
陈瑞-隐居,http://em.21dtv.com/songs/60146815.mkv
陈瑞-有多少爱可以辜负,http://em.21dtv.com/songs/60146814.mkv
陈珊妮+魏如萱-不要不要,http://em.21dtv.com/songs/60146813.mkv
陈珊妮-战神卡尔迪亚,http://em.21dtv.com/songs/60146812.mkv
陈玉建-赌注,http://em.21dtv.com/songs/60146811.mkv
陈炜-家,http://em.21dtv.com/songs/60146810.mkv
陈洁仪-心动,http://em.21dtv.com/songs/60146809.mkv
陈洁仪-今生今世,http://em.21dtv.com/songs/60146808.mkv
陈楚生-简单而炽热的难忘,http://em.21dtv.com/songs/60146807.mkv
陈晓东-辛苦了,http://em.21dtv.com/songs/60146806.mkv
陈思思-美好新时代,http://em.21dtv.com/songs/60146805.mkv
陈志朋-千面,http://em.21dtv.com/songs/60146804.mkv
陈康腾-当兵的兄弟,http://em.21dtv.com/songs/60146803.mkv
陈宏庆-永城我爱你,http://em.21dtv.com/songs/60146802.mkv
陈娇-不再为你流泪,http://em.21dtv.com/songs/60146801.mkv
陈奕迅-谁来剪月光,http://em.21dtv.com/songs/60146800.mkv
陈奕迅-披风,http://em.21dtv.com/songs/60146799.mkv
陈奕迅-床头灯,http://em.21dtv.com/songs/60146798.mkv
陈兆飞-曾经爱过的人,http://em.21dtv.com/songs/60146796.mkv
陈佳-恨绵绵,http://em.21dtv.com/songs/60146795.mkv
陈以桐+许佳麟+胖胖胖-追光者,http://em.21dtv.com/songs/60146794.mkv
陈予新-无痛分手,http://em.21dtv.com/songs/60146793.mkv
陈一发儿-剑与家园,http://em.21dtv.com/songs/60146792.mkv
阿雅-壁花女士,http://em.21dtv.com/songs/60146791.mkv
阿美+壹哥-美美的情歌美美的你,http://em.21dtv.com/songs/60146790.mkv
阿涵-过客,http://em.21dtv.com/songs/60146789.mkv
阿斯根-神秘的布达拉,http://em.21dtv.com/songs/60146788.mkv
阿斯根-幽兰情,http://em.21dtv.com/songs/60146787.mkv
阿悄-疯狂地想你,http://em.21dtv.com/songs/60146786.mkv
阿悄-特别特别的特别,http://em.21dtv.com/songs/60146785.mkv
阿悄-此物最相思,http://em.21dtv.com/songs/60146784.mkv
阿悄-我们孤单地倔强,http://em.21dtv.com/songs/60146783.mkv
阿悄-如果,http://em.21dtv.com/songs/60146782.mkv
阿悄-城市画家,http://em.21dtv.com/songs/60146781.mkv
阿悄-三人戏,http://em.21dtv.com/songs/60146780.mkv
阿影-远山月,http://em.21dtv.com/songs/60146779.mkv
阿影-思念是你的颜色,http://em.21dtv.com/songs/60146778.mkv
阿影-写一首秋词温暖时光,http://em.21dtv.com/songs/60146777.mkv
阿影-不是我想要的选择,http://em.21dtv.com/songs/60146776.mkv
阿云嘎-额尔古纳河,http://em.21dtv.com/songs/60146775.mkv
阿东木-美丽新疆大花园,http://em.21dtv.com/songs/60146774.mkv
阔少帅-万国红旗飘扬,http://em.21dtv.com/songs/60146773.mkv
阎奕格-今夜三更,http://em.21dtv.com/songs/60146772.mkv
镐天-这一碗酒,http://em.21dtv.com/songs/60146771.mkv
错觉-心在想你眼在流泪,http://em.21dtv.com/songs/60146770.mkv
铁齿铜牙纪先生-勇敢一点,http://em.21dtv.com/songs/60146769.mkv
钟语珊+江婧涵-从林东启航,http://em.21dtv.com/songs/60146768.mkv
钟洁+蓝褶-最终没说清,http://em.21dtv.com/songs/60146767.mkv
钟子炫-幸福记忆,http://em.21dtv.com/songs/60146766.mkv
钟子炫-分手也是种解脱,http://em.21dtv.com/songs/60146765.mkv
钟亚华-濠江颂,http://em.21dtv.com/songs/60146764.mkv
金玟岐-偶像,http://em.21dtv.com/songs/60146763.mkv
金玄雨-我就是我,http://em.21dtv.com/songs/60146762.mkv
金润吉+庄心妍-一人一城,http://em.21dtv.com/songs/60146761.mkv
金志文-虽然前途未卜我愿陪你吃土,http://em.21dtv.com/songs/60146760.mkv
金志文-给我一点寂寞的时间,http://em.21dtv.com/songs/60146758.mkv
金志文-永不消逝,http://em.21dtv.com/songs/60146757.mkv
金志文-哭给你听,http://em.21dtv.com/songs/60146756.mkv
金少祥-不要找借口说分手,http://em.21dtv.com/songs/60146755.mkv
金久哲-男人要有男人样,http://em.21dtv.com/songs/60146754.mkv
郭纯+林千鹿-直男癌修炼手册,http://em.21dtv.com/songs/60146753.mkv
郭旭-行者,http://em.21dtv.com/songs/60146752.mkv
郭峰-中国,http://em.21dtv.com/songs/60146751.mkv
郝月华-哭泣的依美人,http://em.21dtv.com/songs/60146750.mkv
郑颖杰-阑珊,http://em.21dtv.com/songs/60146749.mkv
郑颖杰-狠好,http://em.21dtv.com/songs/60146748.mkv
郑颖杰-泪恋,http://em.21dtv.com/songs/60146747.mkv
郑融-心头大石,http://em.21dtv.com/songs/60146746.mkv
郑源-为爱守护,http://em.21dtv.com/songs/60146745.mkv
郑晓填-我的木吉他,http://em.21dtv.com/songs/60146744.mkv
郑开来-再，一起,http://em.21dtv.com/songs/60146743.mkv
郑子威-同桌的你,http://em.21dtv.com/songs/60146742.mkv
邵洪-预约,http://em.21dtv.com/songs/60146741.mkv
邵建华+黄威-心中的雪莲,http://em.21dtv.com/songs/60146740.mkv
那英+达布希勒图-那又怎样,http://em.21dtv.com/songs/60146739.mkv
那英-有个爱你的人不容易,http://em.21dtv.com/songs/60146738.mkv
那英-你不是说,http://em.21dtv.com/songs/60146737.mkv
那英-三生三世十里桃花,http://em.21dtv.com/songs/60146736.mkv
邓鸿-每天每夜在想你,http://em.21dtv.com/songs/60146734.mkv
邓鸿-带上遗憾离开你,http://em.21dtv.com/songs/60146733.mkv
邓鸿-好痛,http://em.21dtv.com/songs/60146732.mkv
邓耀邦-留在漫天风雨里,http://em.21dtv.com/songs/60146731.mkv
邓童天-心海,http://em.21dtv.com/songs/60146730.mkv
邓海-故乡的阿香,http://em.21dtv.com/songs/60146729.mkv
邓文怡+邓力玮-凉凉,http://em.21dtv.com/songs/60146728.mkv
邓开来-与你相逢,http://em.21dtv.com/songs/60146727.mkv
邓小龙-南宁,http://em.21dtv.com/songs/60146726.mkv
邓小龙-南宁,http://em.21dtv.com/songs/60146725.mkv
邓咏家+陈明阳-钱哪遐歹赚,http://em.21dtv.com/songs/60146724.mkv
邓咏家+陈明阳-恋情恰恰,http://em.21dtv.com/songs/60146723.mkv
邓咏家-风吹雪,http://em.21dtv.com/songs/60146722.mkv
邓咏家-男人味,http://em.21dtv.com/songs/60146721.mkv
邓咏家-永远的伴,http://em.21dtv.com/songs/60146720.mkv
邓咏家-我醉了,http://em.21dtv.com/songs/60146719.mkv
邓咏家-伤脑筋,http://em.21dtv.com/songs/60146718.mkv
邓咏家-世间的女人,http://em.21dtv.com/songs/60146717.mkv
道一上师-道,http://em.21dtv.com/songs/60146716.mkv
迪子-安卓珍尼,http://em.21dtv.com/songs/60146715.mkv
达布希勒图-DEAR FRIEND,http://em.21dtv.com/songs/60146714.mkv
边永城-天下大同,http://em.21dtv.com/songs/60146713.mkv
辉子+张语格-BEE WITH U,http://em.21dtv.com/songs/60146712.mkv
路晨旭-你曾是少年,http://em.21dtv.com/songs/60146711.mkv
路勇-执迷不悟的骆驼,http://em.21dtv.com/songs/60146710.mkv
赵鑫-最后的祈求,http://em.21dtv.com/songs/60146709.mkv
赵鑫-我爱的是你,http://em.21dtv.com/songs/60146708.mkv
赵涛AO-我们怎么了,http://em.21dtv.com/songs/60146707.mkv
赵海伟+李健-兄弟有没有想家,http://em.21dtv.com/songs/60146706.mkv
赵根硕-青春,http://em.21dtv.com/songs/60146705.mkv
赵晔-神经,http://em.21dtv.com/songs/60146704.mkv
赵斌-你伤过多少男人的心,http://em.21dtv.com/songs/60146703.mkv
赵天宇+孟子坤+陈萝莉-初恋薛凯琪,http://em.21dtv.com/songs/60146702.mkv
赵天宇-光,http://em.21dtv.com/songs/60146701.mkv
赵喜同-小同同,http://em.21dtv.com/songs/60146700.mkv
赖辉-男人也需要安慰,http://em.21dtv.com/songs/60146699.mkv
贾晓晨-环游世界进行曲,http://em.21dtv.com/songs/60146698.mkv
贾晓晨-如果就是你,http://em.21dtv.com/songs/60146697.mkv
贾富营-爱你的人泪在流,http://em.21dtv.com/songs/60146696.mkv
贺一航-爱她伤己,http://em.21dtv.com/songs/60146695.mkv
贝若德华-忆情歌,http://em.21dtv.com/songs/60146694.mkv
贝若德华-又双叒叕,http://em.21dtv.com/songs/60146693.mkv
贝儿-千年,http://em.21dtv.com/songs/60146692.mkv
谭联耀-恋爱滋味,http://em.21dtv.com/songs/60146691.mkv
谭维维+扎西平措-窗,http://em.21dtv.com/songs/60146690.mkv
谭维维+冀行-鱼鸟之恋,http://em.21dtv.com/songs/60146689.mkv
谭维维-陌上花开,http://em.21dtv.com/songs/60146688.mkv
谭景泓-沂蒙山小调,http://em.21dtv.com/songs/60146687.mkv
谭嘉仪-快乐快活人,http://em.21dtv.com/songs/60146686.mkv
谢雷-院中花正红,http://em.21dtv.com/songs/60146685.mkv
谢海涛-锦绣虎乡春常在,http://em.21dtv.com/songs/60146684.mkv
谢春花-一棵会开花的树,http://em.21dtv.com/songs/60146683.mkv
谢容儿-爱说话,http://em.21dtv.com/songs/60146682.mkv
谢容儿-不要装熟,http://em.21dtv.com/songs/60146681.mkv
许飞-蓝青,http://em.21dtv.com/songs/60146680.mkv
许飞-我踮起脚尖就能看见来世,http://em.21dtv.com/songs/60146679.mkv
许晓杰+孙鸽-风雨同行,http://em.21dtv.com/songs/60146678.mkv
许晓杰-宝贝,http://em.21dtv.com/songs/60146677.mkv
许志安-狂兽,http://em.21dtv.com/songs/60146676.mkv
许佳慧-逆流者,http://em.21dtv.com/songs/60146675.mkv
许云龙+张海娟-桃花潭,http://em.21dtv.com/songs/60146674.mkv
褚桐羽-重返人间,http://em.21dtv.com/songs/60146673.mkv
褚桐羽-感谢,http://em.21dtv.com/songs/60146672.mkv
袁娅维+邓鼓-DEAR FRIEND,http://em.21dtv.com/songs/60146671.mkv
袁娅维-ROLL,http://em.21dtv.com/songs/60146670.mkv
薛之谦-遗憾,http://em.21dtv.com/songs/60146669.mkv
蔡旻佑+倪安东+李佳薇+管罄-情敌,http://em.21dtv.com/songs/60146668.mkv
蔡佩轩-宣言,http://em.21dtv.com/songs/60146667.mkv
蔡佩轩-你说你爱我,http://em.21dtv.com/songs/60146666.mkv
蔚雨芯-CC,http://em.21dtv.com/songs/60146665.mkv
蓝羽+明雅芳-COME BACK,http://em.21dtv.com/songs/60146664.mkv
蓝玫瑰-多想陪在你身旁,http://em.21dtv.com/songs/60146663.mkv
蒋雪儿-爱的样子,http://em.21dtv.com/songs/60146662.mkv
蒋蒋-退,http://em.21dtv.com/songs/60146661.mkv
蒋敦豪-少年心事,http://em.21dtv.com/songs/60146660.mkv
蒋婴-浣莲为梦,http://em.21dtv.com/songs/60146659.mkv
董真-容若记忆,http://em.21dtv.com/songs/60146658.mkv
[Group]
groupName=十六万歌曲MV等 - 118
董晨-表达,http://em.21dtv.com/songs/60146657.mkv
董姿彦-OPEN ARMS+情人的眼泪,http://em.21dtv.com/songs/60146656.mkv
萱萱-我以为,http://em.21dtv.com/songs/60146655.mkv
萧镇佑-给你的歌,http://em.21dtv.com/songs/60146654.mkv
萧敬腾-爱的大未来,http://em.21dtv.com/songs/60146652.mkv
菜籽-愿做你爱的宝贝,http://em.21dtv.com/songs/60146651.mkv
菊梓乔-忘记我自己,http://em.21dtv.com/songs/60146650.mkv
莫文蔚-今儿个真高兴,http://em.21dtv.com/songs/60146649.mkv
莎妮娅-圈套,http://em.21dtv.com/songs/60146648.mkv
莎妮娅-发色,http://em.21dtv.com/songs/60146647.mkv
荷兹HEZ+X玖少年团-WE WANT WHAT WE WANT,http://em.21dtv.com/songs/60146646.mkv
草东没有派对-大风吹,http://em.21dtv.com/songs/60146645.mkv
草上飞-相思的路,http://em.21dtv.com/songs/60146644.mkv
草上飞-你,http://em.21dtv.com/songs/60146643.mkv
范文泽-流泪的心得不到回答,http://em.21dtv.com/songs/60146642.mkv
苏醒+何洁-STAND UP AGAIN,http://em.21dtv.com/songs/60146641.mkv
苏运莹-2-0+1,http://em.21dtv.com/songs/60146640.mkv
苏永康-从不知,http://em.21dtv.com/songs/60146639.mkv
苏慧伦-原来你也在这里,http://em.21dtv.com/songs/60146638.mkv
苏小花+刘冲-真心爱你,http://em.21dtv.com/songs/60146637.mkv
花僮-安全出口,http://em.21dtv.com/songs/60146636.mkv
艾伦+马丽-虽然前途未卜我愿陪你吃土,http://em.21dtv.com/songs/60146634.mkv
艾丽雅-安纳基的国王,http://em.21dtv.com/songs/60146633.mkv
胡进-爱你却让我好无奈,http://em.21dtv.com/songs/60146632.mkv
胡蝶-月亮城的蝴蝶香,http://em.21dtv.com/songs/60146631.mkv
胡蕊蓝-太阳照在屋顶上,http://em.21dtv.com/songs/60146630.mkv
胡艾彤-她的爱不完美,http://em.21dtv.com/songs/60146629.mkv
胡渭康-感冒,http://em.21dtv.com/songs/60146628.mkv
冀行-雪莲,http://em.21dtv.com/songs/60146627.mkv
胡彦斌-高手,http://em.21dtv.com/songs/60146626.mkv
胡彦斌-GIVE ME A CHANCE,http://em.21dtv.com/songs/60146625.mkv
肖环-我的梦里全是你,http://em.21dtv.com/songs/60146624.mkv
肖亮+杜欣馨-红尘知己,http://em.21dtv.com/songs/60146623.mkv
肖亮-问菩萨,http://em.21dtv.com/songs/60146622.mkv
肖丫丫-姐的爱情姐作主,http://em.21dtv.com/songs/60146621.mkv
耿直男儿-醉酒歌,http://em.21dtv.com/songs/60146620.mkv
耿嘉涓渼-我多么想,http://em.21dtv.com/songs/60146619.mkv
群星-读唐诗,http://em.21dtv.com/songs/60146617.mkv
群星-福歌,http://em.21dtv.com/songs/60146616.mkv
群星-相亲相爱,http://em.21dtv.com/songs/60146615.mkv
群星-歌唱祖国,http://em.21dtv.com/songs/60146614.mkv
群星-无畏造英雄,http://em.21dtv.com/songs/60146613.mkv
群星-我要夏天,http://em.21dtv.com/songs/60146612.mkv
群星-喂鸡,http://em.21dtv.com/songs/60146610.mkv
群星-唱响2030,http://em.21dtv.com/songs/60146609.mkv
群星-呼唤,http://em.21dtv.com/songs/60146608.mkv
群星-兄弟好久不见,http://em.21dtv.com/songs/60146607.mkv
群星-兄弟同盟,http://em.21dtv.com/songs/60146606.mkv
罗时丰-天黑就想醉,http://em.21dtv.com/songs/60146605.mkv
罗时丰-后台,http://em.21dtv.com/songs/60146604.mkv
罗力威-日落大道,http://em.21dtv.com/songs/60146603.mkv
缝纫机乐队-不再犹豫,http://em.21dtv.com/songs/60146602.mkv
给你点颜色-红色高跟鞋,http://em.21dtv.com/songs/60146601.mkv
纪佳松-I KNOW YOU LOVE ME,http://em.21dtv.com/songs/60146600.mkv
紫炫-红杏出墙,http://em.21dtv.com/songs/60146599.mkv
紫浪-全世界最伤心的人,http://em.21dtv.com/songs/60146598.mkv
紫洛蓝-秋天的玫瑰,http://em.21dtv.com/songs/60146597.mkv
紫洛蓝-枫叶情,http://em.21dtv.com/songs/60146596.mkv
紫洛蓝-情无所依,http://em.21dtv.com/songs/60146595.mkv
紫洛蓝-大江东去,http://em.21dtv.com/songs/60146594.mkv
米雪-对的时间遇到错的人,http://em.21dtv.com/songs/60146593.mkv
米雪-孤独的人唱寂寞的歌,http://em.21dtv.com/songs/60146592.mkv
简弘亦-阍者,http://em.21dtv.com/songs/60146591.mkv
简弘亦-再看一眼,http://em.21dtv.com/songs/60146589.mkv
章古-香烟爱上寂寞,http://em.21dtv.com/songs/60146588.mkv
窦唯-重返魔域,http://em.21dtv.com/songs/60146587.mkv
程大-领土不容侵犯,http://em.21dtv.com/songs/60146586.mkv
秦宇子-LIAR,http://em.21dtv.com/songs/60146585.mkv
秦博-策,http://em.21dtv.com/songs/60146584.mkv
秀兰玛雅-无词的歌,http://em.21dtv.com/songs/60146583.mkv
神马乐团-眼泪日记,http://em.21dtv.com/songs/60146582.mkv
神马乐团-最深的孤独,http://em.21dtv.com/songs/60146581.mkv
神将帝王-非走不可,http://em.21dtv.com/songs/60146580.mkv
神将帝王-兄弟难得,http://em.21dtv.com/songs/60146579.mkv
石雪峰+刘馨月-一生痴恋,http://em.21dtv.com/songs/60146577.mkv
石砚彬-坚持梦想,http://em.21dtv.com/songs/60146576.mkv
着迷-累了,http://em.21dtv.com/songs/60146575.mkv
直来直往的小魔女+铁齿铜牙纪先生-找自己,http://em.21dtv.com/songs/60146574.mkv
白里格+许芳芳-齐心协力修大路,http://em.21dtv.com/songs/60146573.mkv
白小白+朱鸽-只想说声爱你,http://em.21dtv.com/songs/60146572.mkv
白一凡-我想你了,http://em.21dtv.com/songs/60146571.mkv
田晟熙-你有多么舍不得我,http://em.21dtv.com/songs/60146570.mkv
田培良-大丰收老冰棍,http://em.21dtv.com/songs/60146569.mkv
田华-老城,http://em.21dtv.com/songs/60146568.mkv
琳熙-相遇有罪,http://em.21dtv.com/songs/60146567.mkv
玺晨-不打自招,http://em.21dtv.com/songs/60146566.mkv
玖壹壹-没你我没差,http://em.21dtv.com/songs/60146565.mkv
王馨-今生不再为我美,http://em.21dtv.com/songs/60146564.mkv
王键-后悔没有原谅你,http://em.21dtv.com/songs/60146563.mkv
王贺-男儿担当,http://em.21dtv.com/songs/60146562.mkv
王贺-丝绸古道,http://em.21dtv.com/songs/60146561.mkv
王诗安-一步成诗,http://em.21dtv.com/songs/60146560.mkv
王菀之-忘记有时,http://em.21dtv.com/songs/60146559.mkv
王莉-长城中国,http://em.21dtv.com/songs/60146558.mkv
王若琳-ALICE IN WONDERLAND,http://em.21dtv.com/songs/60146557.mkv
王若冰-冰临城下,http://em.21dtv.com/songs/60146556.mkv
王艺霖-明白,http://em.21dtv.com/songs/60146555.mkv
王笔锋-我会像孩子一样的赖着你,http://em.21dtv.com/songs/60146554.mkv
王笔锋-你没告诉我,http://em.21dtv.com/songs/60146553.mkv
王琥-两万五千里,http://em.21dtv.com/songs/60146552.mkv
王玮玮-今生跟随你,http://em.21dtv.com/songs/60146551.mkv
王烁巽-景珹之歌,http://em.21dtv.com/songs/60146550.mkv
王烁巽-如果爱有明天,http://em.21dtv.com/songs/60146549.mkv
王烁巽-亲爱的兄弟,http://em.21dtv.com/songs/60146548.mkv
王泉雅-LOVE SONG,http://em.21dtv.com/songs/60146547.mkv
王晟涵-哪怕缘尽了,http://em.21dtv.com/songs/60146546.mkv
王昊-你是否和我也一样,http://em.21dtv.com/songs/60146545.mkv
王旭-老榆树,http://em.21dtv.com/songs/60146544.mkv
王振宇-老师,http://em.21dtv.com/songs/60146543.mkv
王峰峰-放了我别伤害我,http://em.21dtv.com/songs/60146542.mkv
王小荣-真爱永远,http://em.21dtv.com/songs/60146541.mkv
王子熙-我开始想你了,http://em.21dtv.com/songs/60146540.mkv
